TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,NumberofItems,City
134,05/04/2025,1135,2064,403,1.0,793.91,1,Philadelphia
135,05/04/2025,1065,2061,403,2.0,639.74,2,Philadelphia
136,05/04/2025,1029,2059,401,1.0,921.69,6,Los Angelos
137,05/04/2025,1193,2028,404,2.0,1531.06,1,Chicago
138,05/04/2025,1023,2050,401,2.0,298.85,2,Los Angelos
139,05/04/2025,1137,2015,404,2.0,539.98,3,Chicago
140,05/04/2025,1172,2095,403,3.0,2453.95,2,Philadelphia
141,05/04/2025,1163,2047,401,1.0,301.48,1,Los Angelos
142,05/04/2025,1120,2003,403,1.0,1039.99,5,Philadelphia
143,05/04/2025,1165,2008,404,2.0,53.27,2,Chicago
144,05/04/2025,1166,2052,401,1.0,658.13,3,Los Angelos
146,05/04/2025,1029,2012,402,1.0,0.0,5,Atlanta
147,05/04/2025,1099,2058,403,3.0,666.75,1,Philadelphia
148,05/04/2025,1150,2095,402,3.0,490.79,2,Atlanta
149,05/04/2025,1167,2012,404,3.0,0.0,4,Chicago
150,05/04/2025,1071,2004,403,1.0,834.52,3,Philadelphia
151,05/04/2025,1113,2056,402,2.0,839.55,4,Atlanta
152,05/04/2025,1025,2087,403,2.0,0.0,3,Philadelphia
153,05/04/2025,1015,2050,403,1.0,504.31,5,Philadelphia
154,05/04/2025,1031,2058,401,1.0,2400.3,6,Los Angelos
155,05/04/2025,1164,2081,401,0.0,2984.88,4,Los Angelos
156,05/04/2025,1085,2031,402,1.0,508.77,5,Atlanta
157,05/04/2025,1017,2097,402,1.0,757.89,2,Atlanta
158,05/04/2025,1059,2042,402,0.0,0.0,1,Atlanta
159,05/04/2025,1070,2018,402,2.0,0.0,2,Atlanta
160,05/04/2025,1044,2014,401,1.0,886.68,6,Los Angelos
161,05/04/2025,1003,2045,402,2.0,499.42,1,Atlanta
162,05/04/2025,1004,2022,403,0.0,671.18,2,Philadelphia
163,05/04/2025,1032,2094,404,0.0,493.35,3,Chicago
164,05/04/2025,1190,2008,404,3.0,266.36,2,Chicago
165,05/04/2025,1199,2046,401,3.0,167.15,1,Los Angelos
166,05/04/2025,1128,2028,401,2.0,2041.41,5,Los Angelos
167,05/04/2025,1117,2082,401,0.0,799.8,2,Los Angelos
168,05/04/2025,1122,2051,404,0.0,234.64,3,Chicago
169,05/04/2025,1125,2091,404,0.0,1811.58,4,Chicago
170,05/04/2025,1020,2041,402,0.0,0.0,5,Atlanta
172,05/04/2025,1152,2067,403,3.0,872.85,2,Philadelphia
173,05/04/2025,1129,2077,404,0.0,2809.15,4,Chicago
174,05/04/2025,1179,2014,402,3.0,738.9,3,Atlanta
175,05/04/2025,1115,2029,404,2.0,0.0,4,Unknown
176,05/04/2025,1116,2051,404,0.0,351.96,3,Chicago
178,05/04/2025,1095,2019,404,0.0,933.93,6,Chicago
179,05/04/2025,1023,2010,401,3.0,0.0,4,Los Angelos
181,05/04/2025,1142,2007,403,0.0,583.39,2,Philadelphia
182,05/04/2025,1105,2045,404,0.0,624.28,1,Chicago
183,05/04/2025,1073,2076,403,2.0,1934.57,2,Philadelphia
184,05/04/2025,1026,2073,402,1.0,1797.95,6,Atlanta
185,05/04/2025,1168,2061,402,0.0,599.76,1,Atlanta
186,05/04/2025,1089,2071,403,0.0,0.0,2,Philadelphia
187,05/04/2025,1195,2035,402,3.0,0.0,3,Atlanta
188,05/04/2025,1143,2098,401,2.0,2178.86,2,Los Angelos
189,05/04/2025,1007,2023,403,2.0,751.63,1,Philadelphia
190,05/04/2025,1086,2044,401,1.0,373.64,5,Los Angelos
191,05/04/2025,1036,2072,404,0.0,1260.9,2,Chicago
192,05/04/2025,1036,2094,401,0.0,2466.75,3,Los Angelos
193,05/04/2025,1191,2067,402,3.0,872.85,0,Atlanta
194,05/04/2025,1107,2058,403,1.0,1800.22,5,Philadelphia
195,05/04/2025,1094,2039,403,0.0,1952.88,1,Philadelphia
196,05/04/2025,1013,2019,402,0.0,0.0,2,Atlanta
197,05/04/2025,1172,2010,403,3.0,0.0,4,Philadelphia
198,05/04/2025,1169,2054,404,3.0,900.51,3,Chicago
199,05/04/2025,1106,2034,402,0.0,136.17,4,Atlanta
200,05/04/2025,1088,2055,401,2.0,129.46,3,Los Angelos
201,05/04/2025,1173,2086,404,2.0,715.28,5,Chicago
202,05/04/2025,1011,2028,404,0.0,0.0,6,Chicago
203,05/04/2025,1001,2026,403,1.0,190.4,4,Philadelphia
204,05/04/2025,1196,2017,403,2.0,370.96,5,Philadelphia
205,05/04/2025,1083,2015,401,3.0,0.0,2,Los Angelos
206,05/04/2025,1191,2055,402,1.0,48.55,1,Atlanta
207,05/04/2025,1097,2068,402,2.0,1312.38,2,Atlanta
208,05/04/2025,1018,2050,401,3.0,0.0,6,Los Angelos
209,05/04/2025,1004,2058,401,2.0,1066.8,1,Los Angelos
210,05/04/2025,1147,2054,404,3.0,2701.53,2,Chicago
211,05/04/2025,1074,2014,404,0.0,738.9,3,Chicago
212,05/04/2025,1083,2021,404,2.0,668.33,2,Chicago
213,05/04/2025,1022,2055,401,1.0,97.09,1,Los Angelos
214,05/04/2025,1111,2075,404,0.0,1561.28,5,Chicago
215,05/04/2025,1101,2039,403,1.0,2636.39,2,Philadelphia
216,05/04/2025,1085,2099,402,0.0,646.32,3,Atlanta
217,05/04/2025,1130,2081,401,1.0,1343.2,4,Los Angelos
218,05/04/2025,1198,2044,403,1.0,186.82,5,Philadelphia
219,05/04/2025,1060,2013,402,2.0,0.0,1,Atlanta
220,05/04/2025,1050,2022,402,0.0,671.18,2,Atlanta
221,05/04/2025,1045,2098,404,3.0,907.86,4,Chicago
222,05/04/2025,1193,2072,404,2.0,1681.2,3,Chicago
223,05/04/2025,1160,2040,402,3.0,138.16,4,Unknown
224,05/04/2025,1017,2060,404,2.0,0.0,3,Chicago
225,05/04/2025,1070,2075,401,2.0,624.51,5,Los Angelos
226,05/04/2025,1129,2009,403,3.0,198.93,6,Philadelphia
227,05/04/2025,1115,2004,401,2.0,2225.4,4,Los Angelos
228,05/04/2025,1073,2009,401,3.0,66.31,5,Los Angelos
229,05/04/2025,1118,2074,401,3.0,659.5,2,Los Angelos
230,05/04/2025,1146,2083,402,2.0,614.53,1,Atlanta
231,05/04/2025,1154,2060,402,0.0,408.38,2,Atlanta
232,05/04/2025,1115,2013,403,0.0,2806.08,6,Philadelphia
233,05/04/2025,1129,2082,402,0.0,1066.4,1,Atlanta
234,05/04/2025,1063,2090,404,3.0,71.64,2,Chicago
235,05/04/2025,1134,2066,402,2.0,1238.54,3,Atlanta
236,05/04/2025,1095,2036,404,3.0,653.94,2,Chicago
237,05/04/2025,1198,2043,401,2.0,1397.52,1,Los Angelos
238,05/04/2025,1016,2042,401,3.0,0.0,5,Los Angelos
239,05/04/2025,1072,2032,402,2.0,1512.96,2,Atlanta
240,05/04/2025,1020,2074,402,2.0,527.6,3,Atlanta
241,05/04/2025,1079,2083,404,1.0,691.34,4,Chicago
242,05/04/2025,1152,2090,401,2.0,57.31,5,Los Angelos
243,05/04/2025,1143,2048,403,1.0,0.0,1,Philadelphia
244,05/04/2025,1171,2089,401,3.0,1654.08,2,Los Angelos
245,05/04/2025,1130,2046,401,2.0,106.98,4,Los Angelos
246,05/04/2025,1079,2023,402,2.0,3006.53,3,Atlanta
247,05/04/2025,1196,2062,402,1.0,1114.85,4,Atlanta
248,05/04/2025,1035,2019,401,2.0,0.0,3,Los Angelos
249,05/04/2025,1025,2064,401,2.0,705.7,5,Los Angelos
250,05/04/2025,1196,2079,402,3.0,2851.62,6,Atlanta
251,05/04/2025,1039,2020,402,1.0,338.25,4,Atlanta
252,05/04/2025,1184,2056,401,3.0,1574.16,5,Los Angelos
254,05/04/2025,1156,2036,404,1.0,392.36,1,Chicago
255,05/04/2025,1136,2030,403,3.0,509.91,2,Philadelphia
256,05/04/2025,1049,2047,404,3.0,1674.9,6,Chicago
257,05/04/2025,1196,2036,404,3.0,0.0,1,Chicago
258,05/04/2025,1041,2025,402,2.0,671.09,2,Atlanta
259,05/04/2025,1013,2082,404,2.0,1066.4,3,Chicago
260,05/04/2025,1141,2013,401,2.0,748.29,2,Los Angelos
261,05/04/2025,1021,2097,402,2.0,673.68,1,Atlanta
262,05/04/2025,1115,2065,402,3.0,1881.36,5,Atlanta
263,05/04/2025,1023,2028,404,2.0,510.35,2,Chicago
264,05/04/2025,1006,2053,401,3.0,610.15,3,Los Angelos
265,05/04/2025,1128,2047,402,3.0,1004.94,4,Atlanta
266,05/04/2025,1020,2047,402,0.0,669.96,5,Atlanta
267,05/04/2025,1081,2012,403,1.0,1682.61,1,Philadelphia
268,05/04/2025,1035,2004,403,3.0,927.25,2,Philadelphia
269,05/04/2025,1178,2017,404,3.0,1854.8,4,Chicago
270,05/04/2025,1157,2000,401,0.0,1938.62,3,Los Angelos
271,05/04/2025,1065,2027,402,3.0,775.83,4,Atlanta
273,05/04/2025,1077,2015,401,1.0,1822.42,5,Los Angelos
274,05/04/2025,1107,2081,404,0.0,2238.66,6,Chicago
275,05/04/2025,1028,2063,401,1.0,994.43,4,Los Angelos
276,05/04/2025,1183,2018,403,3.0,2711.3,5,Philadelphia
277,05/04/2025,1000,2078,403,1.0,0.0,2,Philadelphia
278,05/04/2025,1146,2053,402,0.0,1220.3,1,Atlanta
279,05/04/2025,1134,2046,401,0.0,33.43,2,Los Angelos
280,05/04/2025,1099,2060,401,3.0,1633.52,6,Los Angelos
281,05/04/2025,1095,2032,401,2.0,1512.96,1,Los Angelos
282,05/04/2025,1017,2044,402,0.0,207.58,2,Atlanta
283,05/04/2025,1197,2074,403,1.0,593.55,3,Philadelphia
284,05/04/2025,1011,2045,403,1.0,842.78,2,Philadelphia
285,05/04/2025,1199,2087,404,3.0,159.32,1,Chicago
286,05/04/2025,1161,2023,402,0.0,939.54,5,Atlanta
287,05/04/2025,1183,2099,404,0.0,1292.64,2,Chicago
288,05/04/2025,1075,2025,401,1.0,0.0,3,Los Angelos
289,05/04/2025,1010,2040,403,3.0,138.16,4,Philadelphia
290,05/04/2025,1139,2060,403,0.0,1225.14,5,Philadelphia
291,05/04/2025,1192,2082,402,2.0,213.28,1,Atlanta
292,05/04/2025,1091,2099,401,2.0,1034.11,2,Los Angelos
293,05/04/2025,1069,2015,403,3.0,2699.88,4,Philadelphia
294,05/04/2025,1102,2095,404,3.0,1472.37,3,Chicago
296,05/04/2025,1094,2066,403,0.0,1032.12,3,Philadelphia
297,05/04/2025,1186,2054,401,3.0,0.0,5,Los Angelos
298,05/04/2025,1154,2023,403,2.0,751.63,6,Philadelphia
299,05/04/2025,1026,2010,403,2.0,62.27,4,Philadelphia
300,05/04/2025,1078,2057,404,1.0,393.28,5,Chicago
301,05/04/2025,1176,2056,403,3.0,524.72,2,Philadelphia
302,05/04/2025,1010,2093,403,3.0,0.0,1,Philadelphia
303,05/04/2025,1070,2081,401,0.0,1492.44,2,Los Angelos
304,05/04/2025,1171,2081,404,2.0,596.98,6,Chicago
305,05/04/2025,1131,2095,402,0.0,1472.37,1,Atlanta
306,05/04/2025,1036,2077,404,0.0,1123.66,2,Chicago
307,05/04/2025,1032,2008,402,2.0,106.54,3,Atlanta
308,05/04/2025,1092,2049,401,1.0,0.0,2,Los Angelos
309,05/04/2025,1173,2057,403,2.0,349.58,1,Philadelphia
310,05/04/2025,1113,2097,401,1.0,757.89,5,Los Angelos
311,05/04/2025,1135,2046,404,2.0,80.23,2,Chicago
312,05/04/2025,1166,2035,402,0.0,899.99,3,Atlanta
313,05/04/2025,1006,2094,402,3.0,1480.05,4,Atlanta
314,05/04/2025,1132,2049,401,2.0,1503.74,5,Los Angelos
315,05/04/2025,1198,2033,404,1.0,2257.88,1,Chicago
316,05/04/2025,1156,2036,404,1.0,784.73,2,Chicago
317,05/04/2025,1031,2017,401,3.0,0.0,4,Los Angelos
318,05/04/2025,1044,2091,404,0.0,1811.58,3,Chicago
319,05/04/2025,1174,2040,403,0.0,34.54,4,Philadelphia
320,05/04/2025,1140,2069,403,2.0,557.74,3,Philadelphia
321,05/04/2025,1040,2091,402,2.0,724.63,5,Atlanta
322,05/04/2025,1130,2028,401,1.0,574.15,6,Los Angelos
323,05/04/2025,1035,2030,404,0.0,339.94,4,Chicago
324,05/04/2025,1092,2070,403,3.0,102.54,5,Philadelphia
325,05/04/2025,1141,2016,401,0.0,0.0,2,Los Angelos
326,05/04/2025,1079,2050,404,3.0,186.78,1,Chicago
327,05/04/2025,1196,2052,401,1.0,2632.54,2,Los Angelos
328,05/04/2025,1081,2082,401,3.0,1066.4,6,Los Angelos
329,05/04/2025,1119,2087,403,1.0,0.0,1,Philadelphia
330,05/04/2025,1199,2070,402,1.0,30.76,??,Atlanta
331,05/04/2025,1110,2064,401,0.0,0.0,3,Los Angelos
332,05/04/2025,1132,2019,403,1.0,1681.07,2,Philadelphia
333,05/04/2025,1041,2041,402,2.0,643.37,1,Atlanta
334,05/04/2025,1132,2036,401,2.0,348.77,5,Los Angelos
335,05/04/2025,1050,2081,403,1.0,2686.39,2,Philadelphia
336,05/04/2025,1160,2038,401,1.0,0.0,3,Los Angelos
337,05/04/2025,1151,2074,402,1.0,1187.1,4,Atlanta
338,05/04/2025,1168,2079,403,0.0,1901.08,5,Philadelphia
339,05/04/2025,1007,2010,401,2.0,62.27,1,Los Angelos
340,05/04/2025,1166,2026,404,0.0,0.0,2,Chicago
341,05/04/2025,1127,2080,403,2.0,1997.42,4,Philadelphia
342,05/04/2025,1123,2031,404,2.0,1356.72,3,Chicago
343,05/04/2025,1116,2009,401,1.0,119.36,4,Los Angelos
344,05/04/2025,1112,2053,404,3.0,0.0,3,Chicago
345,05/04/2025,1052,2043,402,2.0,698.76,5,Atlanta
346,05/04/2025,1183,2040,403,3.0,103.62,6,Philadelphia
348,05/04/2025,1081,2030,404,0.0,339.94,5,Chicago
349,05/04/2025,1068,2057,402,1.0,1179.85,2,Atlanta
350,05/04/2025,1024,2006,403,3.0,594.0,1,Philadelphia
351,05/04/2025,1157,2053,402,1.0,1098.27,2,Atlanta
352,05/04/2025,1083,2073,403,1.0,2247.44,6,Philadelphia
353,05/04/2025,1195,2020,404,3.0,1879.15,1,Chicago
354,05/04/2025,1127,2039,404,0.0,1952.88,2,Chicago
355,05/04/2025,1023,2050,404,1.0,0.0,3,Chicago
356,05/04/2025,1055,2074,403,0.0,1978.5,2,Philadelphia
357,05/04/2025,1012,2036,404,3.0,653.94,1,Chicago
358,05/04/2025,1073,2068,401,0.0,2460.72,5,Los Angelos
359,05/04/2025,1110,2017,403,2.0,370.96,2,Philadelphia
360,05/04/2025,1195,2051,403,0.0,117.32,3,Philadelphia
361,05/04/2025,1102,2006,402,2.0,792.0,4,Atl
362,05/04/2025,1141,2036,401,3.0,871.92,5,Los Angelos
363,05/04/2025,1129,2057,403,0.0,1747.92,1,Philadelphia
364,05/04/2025,1032,2012,404,2.0,997.1,2,Chicago
365,05/04/2025,1086,2071,403,1.0,553.64,4,Philadelphia
366,05/04/2025,1050,2077,404,0.0,561.83,3,Chicago
367,05/04/2025,1011,2004,402,2.0,0.0,4,Atlanta
368,05/04/2025,1121,2066,404,1.0,0.0,3,Chicago
369,05/04/2025,1155,2065,402,2.0,1128.82,5,Atlanta
370,05/04/2025,1156,2040,402,3.0,138.16,6,Atlanta
371,05/04/2025,1157,2094,403,2.0,1578.72,4,Philadelphia
372,05/04/2025,1129,2065,404,2.0,752.54,5,Chicago
373,05/04/2025,1121,2002,403,2.0,2771.2,2,Philadelphia
374,05/04/2025,1172,2014,404,2.0,197.04,1,Chicago
375,05/04/2025,1185,2088,401,3.0,2128.05,2,Los Angelos
376,05/04/2025,1067,2083,402,0.0,0.0,6,Atlanta
377,05/04/2025,1149,2061,402,3.0,1199.52,1,Atlanta
378,05/04/2025,1037,2087,402,0.0,318.64,2,Atlanta
379,05/04/2025,1146,2089,401,1.0,744.34,3,Los Angelos
380,05/04/2025,1004,2056,403,3.0,2098.88,2,Philadelphia
381,05/04/2025,1038,2052,402,3.0,2193.78,1,Atlanta
383,05/04/2025,1180,2017,402,2.0,741.92,2,Atlanta
384,05/04/2025,1169,2061,404,2.0,319.87,3,Chicago
385,05/04/2025,1044,2058,403,2.0,1066.8,4,Philadelphia
387,05/04/2025,1049,2031,403,2.0,1356.72,1,Philadelphia
388,05/04/2025,1057,2038,403,1.0,2501.58,2,Philadelphia
389,05/04/2025,1176,2090,404,2.0,343.87,4,Chicago
390,05/04/2025,1122,2044,403,2.0,166.06,3,Philadelphia
391,05/04/2025,1031,2073,404,3.0,1498.29,4,Chicago
392,05/04/2025,1088,2098,402,2.0,726.29,3,Atlanta
393,05/04/2025,1010,2036,401,2.0,348.77,5,Los Angelos
394,05/04/2025,1113,2083,403,3.0,3072.64,6,Philadelphia
395,05/04/2025,1054,2025,403,2.0,671.09,4,Philadelphia
396,05/04/2025,1035,2013,402,1.0,1683.65,5,Atlanta
397,05/04/2025,1012,2085,402,1.0,217.94,2,Atlanta
398,05/04/2025,1013,2012,404,2.0,1994.21,1,Chicago
399,05/04/2025,1183,2060,401,1.0,367.54,2,Los Angelos
400,05/04/2025,1001,2070,402,3.0,102.54,6,Atlanta
401,05/04/2025,1167,2060,404,1.0,735.08,1,Chicago
402,05/04/2025,1193,2036,403,2.0,348.77,2,Philadelphia
403,05/04/2025,1165,2007,401,1.0,0.0,3,Los Angelos
404,05/04/2025,1136,2094,401,1.0,1776.06,2,Los Angelos
405,05/04/2025,1106,2022,401,3.0,671.18,1,Los Angelos
406,05/04/2025,1126,2023,403,0.0,0.0,5,Philadelphia
407,05/04/2025,1002,2038,401,2.0,1482.42,2,Los Angelos
408,05/04/2025,1072,2058,404,1.0,1200.15,3,Chicago
409,05/04/2025,1129,2059,403,1.0,1382.54,4,Philadelphia
410,05/04/2025,1028,2042,402,3.0,502.83,5,Atlanta
411,05/04/2025,1165,2032,402,0.0,0.0,1,Atlanta
412,05/04/2025,1188,2043,403,1.0,1572.21,2,Philadelphia
413,05/04/2025,1044,2078,404,3.0,426.03,4,Chicago
414,05/04/2025,1131,2041,401,3.0,3216.84,3,Los Angelos
415,05/04/2025,1171,2012,402,1.0,1121.74,4,Atl
416,05/04/2025,1122,2041,402,0.0,1608.42,3,Atlanta
417,05/04/2025,1066,2049,402,3.0,0.0,5,Atlanta
418,05/04/2025,1192,2034,403,2.0,326.81,6,Philadelphia
419,05/04/2025,1149,2092,401,2.0,1157.3,4,Los Angelos
420,05/04/2025,1167,2046,402,0.0,133.72,5,Atlanta
421,05/04/2025,1170,2015,404,2.0,0.0,2,Chicago
422,05/04/2025,1040,2051,403,0.0,469.28,1,Philadelphia
423,05/04/2025,1163,2037,403,1.0,0.0,2,Philadelphia
424,05/04/2025,1056,2017,404,1.0,834.66,6,Chicago
425,05/04/2025,1116,2095,403,3.0,490.79,1,Philadelphia
426,05/04/2025,1179,2070,404,1.0,61.52,2,Chicago
427,05/04/2025,1195,2031,401,3.0,1695.9,3,Los Angelos
428,05/04/2025,1135,2090,403,0.0,0.0,2,Philadelphia
429,05/04/2025,1144,2014,401,1.0,443.34,1,Los Angelos
430,05/04/2025,1146,2068,402,1.0,2952.86,5,Atlanta
